Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
2642,Auston Trusty,USA,DF,Sheffield Utd,Premier League,24.0,1998.0,32,28,2572,28.6,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,10.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
2643,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,27.0,1996.0,13,8,679,7.5,0,3,3,0,0,0,0,0,0.1,0.1,1.0,1.1,24.0,31.0,73.0,0.0,0.4,0.4,0.0,0.4,0.01,0.14,0.15,0.01,0.15
2644,Viktor Tsyhankov,UKR,MF,Girona,La Liga,25.0,1997.0,30,26,2052,22.8,8,7,15,8,0,0,0,0,6.2,6.2,5.9,12.1,65.0,89.0,226.0,0.35,0.31,0.66,0.35,0.66,0.27,0.26,0.53,0.27,0.53
2645,Stefano Turati,ITA,GK,Frosinone,Serie A,21.0,2001.0,31,31,2745,30.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,Matt Turner,USA,GK,Nott'ham Forest,Premier League,29.0,1994.0,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,Beñat Turrientes,ESP,MF,Real Sociedad,La Liga,21.0,2002.0,29,19,1687,18.7,0,1,1,0,0,0,4,0,1.2,1.2,0.5,1.8,26.0,51.0,31.0,0.0,0.05,0.05,0.0,0.05,0.06,0.03,0.09,0.06,0.09
2648,Tuta,BRA,DF,Eint Frankfurt,Bundesliga,24.0,1999.0,30,30,2600,28.9,1,2,3,1,0,0,3,2,1.4,1.4,2.1,3.5,22.0,138.0,46.0,0.03,0.07,0.1,0.03,0.1,0.05,0.07,0.12,0.05,0.12
2649,Destiny Udogie,ITA,DF,Tottenham,Premier League,20.0,2002.0,28,28,2391,26.6,2,3,5,2,0,0,7,1,2.4,2.4,2.2,4.6,83.0,155.0,138.0,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17
2650,Matthieu Udol,FRA,DF,Metz,Ligue 1,27.0,1996.0,30,30,2700,30.0,3,3,6,3,0,0,5,0,1.4,1.4,3.1,4.5,46.0,98.0,86.0,0.1,0.1,0.2,0.1,0.2,0.05,0.1,0.15,0.05,0.15
2651,Manuel Ugarte Ribeiro,URU,MF,Paris S-G,Ligue 1,22.0,2001.0,25,21,1932,21.5,0,2,2,0,0,0,5,0,0.6,0.6,0.9,1.5,16.0,87.0,24.0,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.07,0.03,0.07
2652,Lesley Ugochukwu,FRA,MF,Chelsea,Premier League,19.0,2004.0,12,3,301,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
2654,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,34.0,1988.0,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2655,Samuel Umtiti,FRA,DF,Lille,Ligue 1,29.0,1993.0,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,Enes Ünal,TUR,FW,Bournemouth,Premier League,26.0,1997.0,16,2,328,3.6,2,2,4,2,0,0,1,0,2.9,2.9,1.0,3.9,4.0,7.0,28.0,0.55,0.55,1.1,0.55,1.1,0.8,0.28,1.07,0.8,1.07
2657,Enes Ünal,TUR,FW,Getafe,La Liga,26.0,1997.0,3,1,140,1.6,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,2.0,1.0,7.0,0.0,0.64,0.64,0.0,0.64,0.06,0.24,0.3,0.06,0.3
2658,Deniz Undav,GER,FW,Stuttgart,Bundesliga,27.0,1996.0,30,23,2089,23.2,18,10,28,18,0,1,5,0,15.0,14.3,6.5,20.8,45.0,120.0,182.0,0.78,0.43,1.21,0.78,1.21,0.65,0.28,0.93,0.61,0.9
2659,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,24.0,1998.0,25,19,1762,19.6,1,0,1,1,0,0,3,1,1.7,1.7,0.5,2.1,28.0,137.0,10.0,0.05,0.0,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11
2660,Kacper Urbanski,POL,MF,Bologna,Serie A,18.0,2004.0,22,9,926,10.3,0,1,1,0,0,0,2,0,1.1,1.1,0.8,1.9,25.0,31.0,78.0,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19
2661,Mark Uth,GER,MF,Köln,Bundesliga,31.0,1991.0,11,3,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12.0,13.0,29.0,0.0,0.24,0.24,0.0,0.24,0.49,0.33,0.83,0.49,0.83
2662,Myrto Uzuni,ALB,FW,Granada,La Liga,28.0,1995.0,34,28,2448,27.2,11,1,12,7,4,5,3,0,12.9,9.0,2.6,11.6,21.0,18.0,90.0,0.4,0.04,0.44,0.26,0.29,0.48,0.09,0.57,0.33,0.43
2663,Josha Vagnoman,GER,DF,Stuttgart,Bundesliga,22.0,2000.0,18,12,1183,13.1,2,2,4,2,0,0,2,0,1.3,1.3,1.3,2.6,19.0,33.0,67.0,0.15,0.15,0.3,0.15,0.3,0.1,0.1,0.2,0.1,0.2
2664,Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,28.0,1994.0,34,32,2692,29.9,1,0,1,1,0,0,7,1,1.7,1.7,0.6,2.2,24.0,132.0,11.0,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.07,0.06,0.07
2665,Emanuele Valeri,ITA,DF,Frosinone,Serie A,24.0,1998.0,16,14,1178,13.1,0,1,1,0,0,0,3,0,0.9,0.9,2.4,3.3,38.0,41.0,61.0,0.0,0.08,0.08,0.0,0.08,0.07,0.19,0.25,0.07,0.25
2666,Martin Valjent,SVK,DF,Mallorca,La Liga,27.0,1995.0,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,22.0,61.0,27.0,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.05,0.01,0.05
2667,Jesús Vallejo,ESP,DF,Granada,La Liga,26.0,1997.0,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,Álvaro Vallés,ESP,GK,Las Palmas,La Liga,26.0,1997.0,37,37,3263,36.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,Federico Valverde,URU,MF,Real Madrid,La Liga,25.0,1998.0,37,33,2904,32.3,2,7,9,2,0,0,2,0,3.5,3.5,5.8,9.3,104.0,231.0,102.0,0.06,0.22,0.28,0.06,0.28,0.11,0.18,0.29,0.11,0.29
2670,Kévin Van Den Kerkhof,ALG,FW,Metz,Ligue 1,27.0,1996.0,29,21,1913,21.3,1,2,3,1,0,0,2,0,1.5,1.5,3.5,5.0,65.0,28.0,145.0,0.05,0.09,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24
2671,Siebe Van Der Heyden,BEL,DF,Mallorca,La Liga,25.0,1998.0,6,4,286,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
2672,Virgil van Dijk,NED,DF,Liverpool,Premier League,32.0,1991.0,36,36,3177,35.3,2,2,4,2,0,0,3,1,2.8,2.8,1.6,4.4,32.0,200.0,7.0,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12
2673,Vanderson,BRA,DF,Monaco,Ligue 1,22.0,2001.0,20,20,1641,18.2,3,1,4,3,0,0,6,1,2.1,2.1,1.4,3.5,26.0,71.0,129.0,0.16,0.05,0.22,0.16,0.22,0.12,0.08,0.19,0.12,0.19
2674,Raphaël Varane,FRA,DF,Manchester Utd,Premier League,30.0,1993.0,22,16,1375,15.3,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.3,16.0,59.0,2.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09
2675,Ruben Vargas,SUI,MF,Augsburg,Bundesliga,24.0,1998.0,31,25,1962,21.8,4,5,9,4,0,0,3,0,3.9,3.9,2.4,6.3,57.0,77.0,145.0,0.18,0.23,0.41,0.18,0.41,0.18,0.11,0.29,0.18,0.29
2676,Johan Vásquez,MEX,DF,Genoa,Serie A,24.0,1998.0,37,32,2850,31.7,1,1,2,1,0,0,6,0,1.9,1.9,0.8,2.7,29.0,81.0,61.0,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.08,0.06,0.08
2677,José Luis García Vayá,ESP,MF,Valencia,La Liga,24.0,1998.0,37,37,3302,36.7,7,1,8,0,7,8,4,0,7.3,1.0,3.2,4.2,30.0,251.0,43.0,0.19,0.03,0.22,0.0,0.03,0.2,0.09,0.29,0.03,0.11
2679,Jesus Vazquez,ESP,DF,Valencia,La Liga,20.0,2003.0,20,6,716,8.0,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,13.0,15.0,29.0,0.13,0.0,0.13,0.13,0.13,0.15,0.02,0.16,0.15,0.16
2680,Kevin Vázquez,ESP,DF,Celta Vigo,La Liga,30.0,1993.0,12,10,700,7.8,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,6.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03
2681,Lucas Vázquez,ESP,DF,Real Madrid,La Liga,32.0,1991.0,29,14,1419,15.8,3,6,9,3,0,0,0,0,1.2,1.1,3.8,4.8,28.0,58.0,160.0,0.19,0.38,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31
2682,Matías Vecino,URU,MF,Lazio,Serie A,31.0,1991.0,31,8,1153,12.8,6,1,7,6,0,0,8,0,3.7,3.7,0.4,4.1,16.0,74.0,43.0,0.47,0.08,0.55,0.47,0.55,0.29,0.03,0.32,0.29,0.32
2686,Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,27.0,1995.0,23,21,1920,21.3,2,1,3,2,0,0,2,0,1.7,1.7,0.8,2.5,16.0,89.0,13.0,0.09,0.05,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12
2687,Joël Veltman,NED,DF,Brighton,Premier League,31.0,1992.0,27,17,1588,17.6,1,1,2,1,0,0,4,0,0.4,0.4,0.5,0.9,24.0,85.0,54.0,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05
2688,Micky van de Ven,NED,DF,Tottenham,Premier League,22.0,2001.0,27,27,2339,26.0,3,0,3,3,0,0,5,0,0.6,0.6,0.0,0.6,19.0,108.0,9.0,0.12,0.0,0.12,0.12,0.12,0.02,0.0,0.02,0.02,0.02
2689,Lorenzo Venuti,ITA,DF,Lecce,Serie A,28.0,1995.0,14,3,364,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1
2690,Bart Verbruggen,NED,GK,Brighton,Premier League,20.0,2002.0,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,Jordan Veretout,FRA,MF,Marseille,Ligue 1,30.0,1993.0,29,24,2183,24.3,1,2,3,1,0,0,4,0,2.9,2.9,5.0,7.9,53.0,194.0,81.0,0.04,0.08,0.12,0.04,0.12,0.12,0.21,0.33,0.12,0.33
2693,Arthur Vermeeren,BEL,MF,Atlético Madrid,La Liga,18.0,2005.0,5,2,162,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
2694,Yorbe Vertessen,BEL,FW,Union Berlin,Bundesliga,22.0,2001.0,13,7,593,6.6,3,2,5,3,0,0,1,0,2.7,2.7,1.3,4.0,10.0,13.0,39.0,0.46,0.3,0.76,0.46,0.76,0.41,0.2,0.61,0.41,0.61
2695,Mikel Vesga,ESP,MF,Athletic Club,La Liga,30.0,1993.0,27,18,1534,17.0,3,1,4,1,2,2,2,0,2.7,1.1,1.2,2.3,10.0,88.0,29.0,0.18,0.06,0.23,0.06,0.12,0.16,0.07,0.23,0.07,0.14
2696,Guglielmo Vicario,ITA,GK,Tottenham,Premier League,26.0,1996.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2697,Carlos Vicente,ESP,FW,Alavés,La Liga,24.0,1999.0,18,12,1114,12.4,2,4,6,2,0,0,1,0,2.3,2.3,3.7,6.0,23.0,23.0,82.0,0.16,0.32,0.48,0.16,0.48,0.19,0.3,0.49,0.19,0.49
2698,Nacho Vidal,ESP,DF,Osasuna,La Liga,28.0,1995.0,7,0,96,1.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0.0,1.0,4.0,0.94,0.0,0.94,0.94,0.94,0.28,0.01,0.29,0.28,0.29
2699,Nacho Vidal,ESP,DF,Mallorca,La Liga,28.0,1995.0,8,5,416,4.6,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.23,0.04,0.26,0.23,0.26
2700,Fabio Vieira,POR,MF,Arsenal,Premier League,23.0,2000.0,11,2,297,3.3,1,2,3,0,1,1,0,1,1.3,0.5,1.6,2.1,12.0,15.0,30.0,0.3,0.61,0.91,0.0,0.61,0.38,0.49,0.87,0.14,0.64
2701,Fran Vieites,ESP,GK,Betis,La Liga,24.0,1999.0,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2702,Jonathan Viera,ESP,MF,Las Palmas,La Liga,33.0,1989.0,9,7,617,6.9,2,1,3,0,2,2,1,0,2.3,0.7,1.0,1.7,26.0,65.0,37.0,0.29,0.15,0.44,0.0,0.15,0.33,0.14,0.47,0.1,0.24
2703,Jonathan Viera,ESP,MF,Almería,La Liga,33.0,1989.0,12,12,912,10.1,0,3,3,0,0,0,3,1,1.3,1.3,2.7,3.9,35.0,68.0,29.0,0.0,0.3,0.3,0.0,0.3,0.13,0.26,0.39,0.13,0.39
2704,Emanuel Vignato,ITA,MF,Salernitana,Serie A,22.0,2000.0,9,3,311,3.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,5.0,11.0,14.0,0.0,0.29,0.29,0.0,0.29,0.01,0.1,0.11,0.01,0.11
2705,Samuele Vignato,ITA,MF,Monza,Serie A,19.0,2004.0,10,3,343,3.8,1,0,1,1,0,0,2,0,1.7,1.7,0.2,1.8,13.0,13.0,20.0,0.26,0.0,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48
2706,Oscar Vilhelmsson,SWE,FW,Darmstadt 98,Bundesliga,19.0,2003.0,26,16,1374,15.3,4,1,5,4,0,0,2,0,4.1,4.1,0.7,4.7,16.0,7.0,72.0,0.26,0.07,0.33,0.26,0.33,0.27,0.04,0.31,0.27,0.31
2708,Asier Villalibre,ESP,FW,Athletic Club,La Liga,25.0,1997.0,18,4,513,5.7,2,1,3,2,0,0,0,0,1.7,1.7,1.0,2.7,6.0,10.0,29.0,0.35,0.18,0.53,0.35,0.53,0.3,0.17,0.47,0.3,0.47
2709,Gonzalo Villar,ESP,MF,Granada,La Liga,25.0,1998.0,35,21,1803,20.0,1,3,4,1,0,0,7,0,1.9,1.9,2.2,4.1,27.0,74.0,27.0,0.05,0.15,0.2,0.05,0.2,0.09,0.11,0.2,0.09,0.2
2710,Iván Villar,ESP,GK,Celta Vigo,La Liga,26.0,1997.0,12,12,1014,11.3,0,0,0,0,0,0,0,2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2711,Matías Viña,URU,DF,Sassuolo,Serie A,25.0,1997.0,15,13,1014,11.3,0,3,3,0,0,0,1,0,0.3,0.3,1.4,1.7,24.0,46.0,37.0,0.0,0.27,0.27,0.0,0.27,0.03,0.12,0.15,0.03,0.15
2712,Rúben Vinagre,POR,DF,Hellas Verona,Serie A,24.0,1999.0,12,2,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
2713,Carlos Vinícius,BRA,FW,Fulham,Premier League,28.0,1995.0,13,2,315,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,3.0,3.0,13.0,0.57,0.0,0.57,0.57,0.57,0.46,0.23,0.69,0.46,0.69
2714,Nicolas Viola,ITA,MF,Cagliari,Serie A,33.0,1989.0,26,11,1207,13.4,5,2,7,5,0,1,3,0,3.4,2.6,3.9,6.5,22.0,57.0,68.0,0.37,0.15,0.52,0.37,0.52,0.25,0.29,0.54,0.19,0.49
2716,Alan Virginius,FRA,FW,Clermont Foot,Ligue 1,20.0,2003.0,14,12,934,10.4,0,2,2,0,0,0,0,0,1.3,1.3,1.5,2.8,22.0,21.0,64.0,0.0,0.19,0.19,0.0,0.19,0.13,0.15,0.27,0.13,0.27
2717,Ricardo Visus,ESP,DF,Betis,La Liga,22.0,2001.0,3,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,Mattia Viti,ITA,DF,Sassuolo,Serie A,21.0,2002.0,15,12,979,10.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2.0,36.0,13.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09
2719,Vitinha,POR,FW,Genoa,Serie A,23.0,2000.0,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10.0,4.0,21.0,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4
2720,Vitinha,POR,FW,Marseille,Ligue 1,23.0,2000.0,18,10,923,10.3,3,2,5,3,0,0,1,0,5.1,5.1,2.9,8.0,15.0,23.0,84.0,0.29,0.2,0.49,0.29,0.49,0.5,0.28,0.78,0.5,0.78
2721,Vitinha,POR,MF,Paris S-G,Ligue 1,23.0,2000.0,28,23,2126,23.6,7,4,11,7,0,0,0,0,3.1,3.1,3.1,6.3,41.0,182.0,122.0,0.3,0.17,0.47,0.3,0.47,0.13,0.13,0.27,0.13,0.27
2722,Vitinho,BRA,DF,Burnley,Premier League,24.0,1999.0,32,26,2314,25.7,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,59.0,66.0,110.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11
2723,Daniel Vivian,ESP,DF,Athletic Club,La Liga,24.0,1999.0,33,31,2878,32.0,0,0,0,0,0,0,6,0,0.6,0.6,0.7,1.3,23.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
2724,Odisseas Vlachodimos,GRE,GK,Nott'ham Forest,Premier League,29.0,1994.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2725,Dušan Vlahović,SRB,FW,Juventus,Serie A,23.0,2000.0,33,27,2307,25.6,16,4,20,14,2,4,8,1,16.6,13.3,2.3,15.6,36.0,46.0,174.0,0.62,0.16,0.78,0.55,0.7,0.65,0.09,0.74,0.52,0.61
2726,Nikola Vlašić,CRO,MF,Torino,Serie A,25.0,1997.0,33,30,2608,29.0,3,2,5,3,0,0,3,0,2.4,2.4,2.9,5.3,67.0,150.0,174.0,0.1,0.07,0.17,0.1,0.17,0.08,0.1,0.18,0.08,0.18
2727,Alessandro Vogliacco,ITA,DF,Genoa,Serie A,24.0,1998.0,20,14,1169,13.0,0,1,1,0,0,0,4,0,0.4,0.4,0.5,0.9,8.0,49.0,12.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07
2728,Kevin Vogt,GER,DF,Hoffenheim,Bundesliga,31.0,1991.0,16,14,1319,14.7,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,16.0,84.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
2729,Kevin Vogt,GER,DF,Union Berlin,Bundesliga,31.0,1991.0,16,16,1323,14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730,Mërgim Vojvoda,KVX,DF,Torino,Serie A,28.0,1995.0,28,15,1379,15.3,0,3,3,0,0,0,3,0,0.4,0.4,1.4,1.8,30.0,91.0,72.0,0.0,0.2,0.2,0.0,0.2,0.02,0.09,0.12,0.02,0.12
2731,Kevin Volland,GER,FW,Union Berlin,Bundesliga,31.0,1992.0,26,17,1345,14.9,3,4,7,1,2,3,3,2,5.3,2.9,2.6,5.6,14.0,48.0,96.0,0.2,0.27,0.47,0.07,0.33,0.36,0.18,0.53,0.2,0.37
2732,Cristian Volpato,ITA,MF,Sassuolo,Serie A,19.0,2003.0,22,5,645,7.2,1,0,1,1,0,0,1,0,0.5,0.5,1.4,1.9,34.0,53.0,49.0,0.14,0.0,0.14,0.14,0.14,0.07,0.19,0.26,0.07,0.26
2733,Aster Vranckx,BEL,MF,Wolfsburg,Bundesliga,20.0,2002.0,24,12,1153,12.8,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,3.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
2734,Stefan de Vrij,NED,DF,Inter,Serie A,31.0,1992.0,25,17,1586,17.6,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,6.0,43.0,2.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05
2736,Elye Wahi,FRA,FW,Lens,Ligue 1,20.0,2003.0,27,20,1692,18.8,9,3,12,8,1,1,10,1,11.5,10.7,2.6,13.4,52.0,15.0,171.0,0.48,0.16,0.64,0.43,0.59,0.61,0.14,0.75,0.57,0.71
2737,Walace,BRA,MF,Udinese,Serie A,28.0,1995.0,37,37,3238,36.0,2,0,2,2,0,0,7,0,0.8,0.8,1.1,1.9,37.0,127.0,22.0,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05
2738,Luca Waldschmidt,GER,MF,Köln,Bundesliga,27.0,1996.0,22,14,1146,12.7,3,0,3,3,0,1,0,0,2.9,2.1,1.2,3.3,30.0,46.0,61.0,0.24,0.0,0.24,0.24,0.24,0.23,0.09,0.32,0.17,0.26
2739,Kyle Walker,ENG,DF,Manchester City,Premier League,33.0,1990.0,32,30,2767,30.7,0,4,4,0,0,0,2,0,0.4,0.4,2.6,3.0,74.0,157.0,172.0,0.0,0.13,0.13,0.0,0.13,0.01,0.09,0.1,0.01,0.1
2740,Sebastian Walukiewicz,POL,DF,Empoli,Serie A,23.0,2000.0,27,23,2055,22.8,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,14.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
2741,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,Premier League,25.0,1997.0,22,20,1780,19.8,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,30.0,77.0,54.0,0.0,0.1,0.1,0.0,0.1,0.01,0.08,0.08,0.01,0.08
2742,Joel Ward,ENG,DF,Crystal Palace,Premier League,33.0,1989.0,26,23,1980,22.0,0,1,1,0,0,0,4,0,0.9,0.9,0.2,1.1,16.0,66.0,14.0,0.0,0.05,0.05,0.0,0.05,0.04,0.01,0.05,0.04,0.05
2743,James Ward-Prowse,ENG,MF,West Ham,Premier League,28.0,1994.0,37,34,3001,33.3,7,7,14,5,2,2,4,0,6.0,4.4,7.8,12.3,18.0,144.0,63.0,0.21,0.21,0.42,0.15,0.36,0.18,0.23,0.41,0.13,0.37
2746,Kjell-Arik Wätjen,GER,MF,Dortmund,Bundesliga,17.0,2006.0,2,1,105,1.2,0,1,1,0,0,0,0,0,0.0,0.0,1.2,1.2,3.0,8.0,1.0,0.0,0.86,0.86,0.0,0.86,0.0,1.02,1.02,0.0,1.02
2747,Ollie Watkins,ENG,FW,Aston Villa,Premier League,27.0,1995.0,37,37,3217,35.7,19,13,32,19,0,0,4,0,16.8,16.8,7.3,24.2,62.0,55.0,214.0,0.53,0.36,0.9,0.53,0.9,0.47,0.21,0.68,0.47,0.68
2748,Timothy Weah,USA,DF,Juventus,Serie A,23.0,2000.0,30,12,1258,14.0,0,1,1,0,0,0,5,0,1.5,1.5,1.1,2.7,35.0,48.0,84.0,0.0,0.07,0.07,0.0,0.07,0.11,0.08,0.19,0.11,0.19
2749,Adam Webster,ENG,DF,Brighton,Premier League,28.0,1995.0,15,13,1144,12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,16.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
2750,Wout Weghorst,NED,FW,Hoffenheim,Bundesliga,30.0,1992.0,28,24,1977,22.0,7,3,10,6,1,1,4,0,7.2,6.4,3.5,9.9,14.0,57.0,132.0,0.32,0.14,0.46,0.27,0.41,0.33,0.16,0.49,0.29,0.45
2751,Julian Weigl,GER,MF,Gladbach,Bundesliga,27.0,1995.0,31,31,2764,30.7,2,3,5,0,2,2,10,0,2.4,0.9,2.1,2.9,14.0,105.0,14.0,0.07,0.1,0.16,0.0,0.1,0.08,0.07,0.15,0.03,0.09
2752,Nelson Weiper,GER,FW,Mainz 05,Bundesliga,18.0,2005.0,5,1,124,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.6,6.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.46,0.35,0.46
2753,Mitchell Weiser,GER,DF,Werder Bremen,Bundesliga,29.0,1994.0,30,30,2636,29.3,3,7,10,3,0,0,5,0,3.8,3.8,4.2,7.9,81.0,111.0,189.0,0.1,0.24,0.34,0.1,0.34,0.13,0.14,0.27,0.13,0.27
2754,Noah Weißhaupt,GER,DF,Freiburg,Bundesliga,21.0,2001.0,24,6,759,8.4,1,2,3,1,0,0,1,0,0.4,0.4,1.3,1.7,41.0,26.0,84.0,0.12,0.24,0.36,0.12,0.36,0.05,0.16,0.21,0.05,0.21
